"","list","radians","center","pos_1","pos_2","type","trial_type","degrees","human_manmade","cat_obj","old_new","key1","key2","response","map_file","PE","sequence","object","isFiller","key_resp.keys","key_resp2.keys","stimulus","truck","natural_manmade_resp.corr","natural_manmade_resp.keys","participant","handedness","conf_resp.keys","phase","key_resp_5.keys","age","gender","truck_det_acc","location_error","trial_n_block","block","trial_n","x","y","fixations","center_low","fixation_error","fixation_prediction","age_group"
"3866","lists/114/stimuli_position_map_2_seq_2.csv","2.53467638002805","22.6218487394958","112.621848739496","292.621848739496","medium","target","145.29991987422","natural","0","",0,0,NA,"google_map_1.png","122.678071134724","2","objects/1/1_118.jpg","0.0","None","None","Bone.jpg","truck_1.png",NA,"",114,"l",NA,"encoding","",10,"f",NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"3874","lists/114/stimuli_position_map_2_seq_2.csv","0.912095238095238","22.6218487394958","202.621848739496","7.03361344537815","singletons","singletons","52.2857142857143","human-made","0","",0,0,NA,"google_map_1.png","None","2","objects/1/1_30.jpg","0.0","None","None","Hammer.jpg","truck_1.png",NA,"",114,"l",NA,"encoding","",10,"f",NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"3886","lists/114/stimuli_position_map_2_seq_2.csv","0.326892299647582","22.6218487394958","112.621848739496","292.621848739496","low","target","18.7390490243837","natural","0","",0,0,NA,"google_map_1.png","3.88279971511213","2","objects/1/1_15.jpg","0.0","None","None","Squid_Pink.jpg","truck_1.png",NA,"",114,"l",NA,"encoding","",10,"f",NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"3895","lists/114/stimuli_position_map_2_seq_2.csv","0.546773462933637","22.6218487394958","112.621848739496","292.621848739496","low","target","31.3437016968327","natural","0","",0,0,NA,"google_map_1.png","8.72185295733686","2","objects/1/1_72.jpg","0.0","None","None","Ferret.jpg","truck_1.png",NA,"",114,"l",NA,"encoding","",10,"f",NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"3907","lists/114/stimuli_position_map_2_seq_2.csv","3.75542670673787","22.6218487394958","112.621848739496","292.621848739496","high","target","215.279237965865","natural","0","",0,0,NA,"google_map_1.png","167.34261077363","2","objects/1/1_86.jpg","0.0","None","None","Potato.jpg","truck_1.png",NA,"",114,"l",NA,"encoding","",10,"f",NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"3916","lists/114/stimuli_position_map_2_seq_2.csv","0.130929175019384","22.6218487394958","112.621848739496","292.621848739496","low","truck_det","7.50549410939144","None","0","",0,0,NA,"google_map_1.png","15.1163546301044","2","truck_6.png","None","None","space","None","truck_6.png",NA,"",114,"l",NA,"encoding","",10,"f",1,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"3926","lists/114/stimuli_position_map_2_seq_2.csv","1.63800272700241","22.6218487394958","112.621848739496","292.621848739496","medium","target","93.8982454969532","human-made","0","",0,0,NA,"google_map_1.png","71.2763967574574","2","objects/1/1_16.jpg","0.0","None","None","Triangle.jpg","truck_1.png",NA,"",114,"l",NA,"encoding","",10,"f",NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"3936","lists/114/stimuli_position_map_2_seq_2.csv","2.25158594421906","22.6218487394958","112.621848739496","292.621848739496","medium","target","129.071805719564","natural","0","",0,0,NA,"google_map_1.png","106.449956980068","2","objects/1/1_120.jpg","0.0","None","None","Honeydew_Green.jpg","truck_1.png",NA,"",114,"l",NA,"encoding","",10,"f",NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"3946","lists/114/stimuli_position_map_2_seq_2.csv","2.38563772175537","22.6218487394958","292.621848739496","55.3025210084034","singletons","singletons","136.756302521008","natural","0","",0,0,NA,"google_map_1.png","None","2","objects/1/1_109.jpg","0.0","None","None","Nuts_Pecan.jpg","truck_1.png",NA,"",114,"l",NA,"encoding","",10,"f",NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"3956","lists/114/stimuli_position_map_2_seq_2.csv","0.319683721147826","22.6218487394958","112.621848739496","292.621848739496","low","target","18.325818409748","natural","0","",0,0,NA,"google_map_1.png","4.29603032974782","2","objects/1/1_107.jpg","0.0","None","None","Kiwi.jpg","truck_1.png",NA,"",114,"l",NA,"encoding","",10,"f",NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"3967","lists/114/stimuli_position_map_2_seq_2.csv","2.33301120448179","22.6218487394958","22.6218487394958","154.857142857143","singletons","singletons","133.739495798319","natural","0","",0,0,NA,"google_map_1.png","None","2","objects/1/1_74.jpg","0.0","None","None","CartonEggs.jpg","truck_1.png",NA,"",114,"l",NA,"encoding","",10,"f",NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"3986","lists/114/stimuli_position_map_2_seq_2.csv","0.0629180778777977","22.6218487394958","112.621848739496","292.621848739496","low","target","3.60676879554254","natural","0","",NA,NA,NA,"google_map_1.png","19.0150799439533","2","objects/2/2_72.jpg","1.0","","","CoffeeBeans.jpg","truck_1.png",NA,"",114,"l",NA,"encoding","",10,"f",NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"3996","lists/114/stimuli_position_map_2_seq_2.csv","0.545808253025779","22.6218487394958","112.621848739496","292.621848739496","low","truck_det","31.2883711925606","None","0","",0,1,NA,"google_map_1.png","8.66652245306473","2","truck_3.png","None","None","None","None","truck_3.png",NA,"",114,"l",NA,"encoding","",10,"f",1,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"4016","lists/114/stimuli_position_map_2_seq_2.csv","0.0475835970368511","22.6218487394958","112.621848739496","292.621848739496","low","target","2.72772212313159","natural","1","",NA,NA,NA,"google_map_1.png","19.8941266163642","2","objects/2/2_42.jpg","1.0","","","Pickle.jpg","truck_1.png",NA,"",114,"l",NA,"encoding","",10,"f",NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"4026","lists/114/stimuli_position_map_2_seq_2.csv","4.12388360507417","22.6218487394958","112.621848739496","292.621848739496","high","target","236.400970991513","human-made","0","",0,0,NA,"google_map_1.png","146.220877747983","2","objects/1/1_65.jpg","0.0","None","None","Hanger.jpg","truck_1.png",NA,"",114,"l",NA,"encoding","",10,"f",NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"4035","lists/114/stimuli_position_map_2_seq_2.csv","6.0873276078994","22.6218487394958","112.621848739496","292.621848739496","low","target","348.95508580315","natural","0","",0,0,NA,"google_map_1.png","33.6667629363458","2","objects/1/1_87.jpg","1.0","None","None","Acorn.jpg","truck_1.png",NA,"",114,"l",NA,"encoding","",10,"f",NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"4046","lists/114/stimuli_position_map_2_seq_2.csv","0.835719988778838","22.6218487394958","112.621848739496","292.621848739496","low","target","47.9075152803156","human-made","0","",0,0,NA,"google_map_1.png","25.2856665408197","2","objects/1/1_61.jpg","0.0","None","None","Cage_Bird.jpg","truck_1.png",NA,"",114,"l",NA,"encoding","",10,"f",NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"4056","lists/114/stimuli_position_map_2_seq_2.csv","1.74830846717678","22.6218487394958","112.621848739496","292.621848739496","medium","target","100.221504487841","natural","0","",0,0,NA,"google_map_1.png","77.599655748345","2","objects/1/1_95.jpg","0.0","None","None","Asparagus.jpg","truck_1.png",NA,"",114,"l",NA,"encoding","",10,"f",NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"4065","lists/114/stimuli_position_map_2_seq_2.csv","0.366045251294354","22.6218487394958","112.621848739496","292.621848739496","low","truck_det","20.9834857429884","None","0","",0,1,NA,"google_map_1.png","1.6383629965074","2","truck_3.png","None","None","None","None","truck_3.png",NA,"",114,"l",NA,"encoding","",10,"f",1,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"4076","lists/114/stimuli_position_map_2_seq_2.csv","3.22171151832308","22.6218487394958","112.621848739496","292.621848739496","high","target","184.684099776483","natural","0","",0,0,NA,"google_map_1.png","162.062251036987","2","objects/1/1_49.jpg","0.0","None","None","Plum.jpg","truck_1.png",NA,"",114,"l",NA,"encoding","",10,"f",NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"4084","lists/114/stimuli_position_map_2_seq_2.csv","3.61804223636728","22.6218487394958","112.621848739496","292.621848739496","high","target","207.403695078379","human-made","0","",0,0,NA,"google_map_1.png","175.218153661117","2","objects/1/1_54.jpg","0.0","None","None","Rope_Manila.jpg","truck_1.png",NA,"",114,"l",NA,"encoding","",10,"f",NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"4097","lists/114/stimuli_position_map_2_seq_2.csv","2.91190289449113","22.6218487394958","202.621848739496","163.90756302521","singletons","singletons","166.924369747899","natural","0","",0,0,NA,"google_map_1.png","None","2","objects/1/1_56.jpg","0.0","None","None","Owl.jpg","truck_1.png",NA,"",114,"l",NA,"encoding","",10,"f",NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"4113","lists/114/stimuli_position_map_2_seq_2.csv","0.754394263843389","22.6218487394958","112.621848739496","292.621848739496","low","target","43.2455310483471","human-made","1","",NA,NA,NA,"google_map_1.png","20.6236823088513","2","objects/2/2_11.jpg","1.0","","","Screw.jpg","truck_1.png",NA,"",114,"l",NA,"encoding","",10,"f",NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"4123","lists/114/stimuli_position_map_2_seq_2.csv","0.874049314248783","22.6218487394958","112.621848739496","292.621848739496","low","truck_det","50.1047377594844","None","0","",0,1,NA,"google_map_1.png","27.4828890199885","2","truck_2.png","None","None","None","None","truck_2.png",NA,"",114,"l",NA,"encoding","",10,"f",1,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"4143","lists/114/stimuli_position_map_2_seq_2.csv","6.19013748931921","22.6218487394958","112.621848739496","292.621848739496","low","target","354.848645884541","human-made","1","",NA,NA,NA,"google_map_1.png","27.7732028549552","2","objects/2/2_88.jpg","1.0","","","Bat_Baseball.jpg","truck_1.png",NA,"",114,"l",NA,"encoding","",10,"f",NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"4162","lists/114/stimuli_position_map_2_seq_2.csv","0.871138709225086","22.6218487394958","112.621848739496","292.621848739496","low","target","49.9378877899731","human-made","1","",NA,NA,NA,"google_map_1.png","27.3160390504773","2","objects/1/1_11.jpg","1.0","","","ShoeLace_Flat.jpg","truck_1.png",NA,"",114,"l",NA,"encoding","",10,"f",NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"4173","lists/114/stimuli_position_map_2_seq_2.csv","3.85709759244559","22.6218487394958","112.621848739496","292.621848739496","high","target","221.107505299429","natural","0","",0,0,NA,"google_map_1.png","161.514343440067","2","objects/1/1_84.jpg","0.0","None","None","Toad.jpg","truck_1.png",NA,"",114,"l",NA,"encoding","",10,"f",NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"4182","lists/114/stimuli_position_map_2_seq_2.csv","0.807267833578036","22.6218487394958","112.621848739496","292.621848739496","low","target","46.2765000140275","natural","0","",0,0,NA,"google_map_1.png","23.6546512745317","2","objects/1/1_70.jpg","0.0","None","None","Radish.jpg","truck_1.png",NA,"",114,"l",NA,"encoding","",10,"f",NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"4193","lists/114/stimuli_position_map_2_seq_2.csv","1.5615522600138","22.6218487394958","112.621848739496","292.621848739496","medium","target","89.5157346504725","natural","0","",0,0,NA,"google_map_1.png","66.8938859109767","2","objects/1/1_100.jpg","0.0","None","None","Kangaroo.jpg","truck_1.png",NA,"",114,"l",NA,"encoding","",10,"f",NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"4213","lists/114/stimuli_position_map_2_seq_2.csv","0.432307092226039","22.6218487394958","112.621848739496","292.621848739496","low","target","24.7819352231487","natural","1","",NA,NA,NA,"google_map_1.png","2.16008648365289","2","objects/2/2_28.jpg","1.0","","","Zucchini.jpg","truck_1.png",NA,"",114,"l",NA,"encoding","",10,"f",NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"4223","lists/114/stimuli_position_map_2_seq_2.csv","6.05861065591131","22.6218487394958","112.621848739496","292.621848739496","low","truck_det","347.308891103196","None","0","",0,0,NA,"google_map_1.png","35.3129576362995","2","truck_4.png","None","None","None","None","truck_4.png",NA,"",114,"l",NA,"encoding","",10,"f",0,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"4231","lists/114/stimuli_position_map_2_seq_2.csv","0.232121760338781","22.6218487394958","112.621848739496","292.621848739496","low","target","13.3063429493569","human-made","0","",1,0,NA,"google_map_1.png","9.31550579013897","2","objects/1/1_29.jpg","0.0","None","None","Bib.jpg","truck_1.png",NA,"",114,"l",NA,"encoding","",10,"f",NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"4243","lists/114/stimuli_position_map_2_seq_2.csv","4.91171055088702","22.6218487394958","202.621848739496","194.075630252101","singletons","singletons","281.563025210084","human-made","0","",0,0,NA,"google_map_1.png","None","2","objects/1/1_12.jpg","0.0","None","None","Tube_Paint.jpg","truck_1.png",NA,"",114,"l",NA,"encoding","",10,"f",NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"4253","lists/114/stimuli_position_map_2_seq_2.csv","2.7389876628863","22.6218487394958","112.621848739496","292.621848739496","medium","target","157.012031630425","human-made","0","",0,0,NA,"google_map_1.png","134.390182890929","2","objects/1/1_44.jpg","0.0","None","None","Glass_Bowl.jpg","truck_1.png",NA,"",114,"l",NA,"encoding","",10,"f",NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"4263","lists/114/stimuli_position_map_2_seq_2.csv","3.58825939836543","22.6218487394958","112.621848739496","292.621848739496","high","target","205.696398632413","natural","0","",0,0,NA,"google_map_1.png","176.925450107083","2","objects/1/1_33.jpg","0.0","None","None","Leaf_Clover.jpg","truck_1.png",NA,"",114,"l",NA,"encoding","",10,"f",NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"4273","lists/114/stimuli_position_map_2_seq_2.csv","5.28009617180205","22.6218487394958","22.6218487394958","257.428571428571","singletons","singletons","302.680672268908","human-made","0","",0,0,NA,"google_map_1.png","None","2","objects/1/1_28.jpg","0.0","None","None","Plunger.jpg","truck_1.png",NA,"",114,"l",NA,"encoding","",10,"f",NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"473","lists/116/stimuli_position_map_1_seq_1.csv","2.8238588993548","185.025210084034","275.025210084034","95.0252100840336","low","first7","161.877261746454","natural","1","",NA,NA,NA,"google_map_2.png","23.1479483375801","1","objects/1/1_27.jpg","1.0","","","Squash_Butternut.jpg","truck_1.png",NA,"",116,"r",NA,"encoding","",10,"m",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"482","lists/116/stimuli_position_map_1_seq_1.csv","2.62742086778251","185.025210084034","275.025210084034","95.0252100840336","low","first7","150.616482866513","natural","0","",0,0,NA,"google_map_2.png","34.4087272175204","1","objects/2/2_27.jpg","1.0","None","None","Sand.jpg","truck_1.png",NA,"",116,"r",NA,"encoding","",10,"m",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"493","lists/116/stimuli_position_map_1_seq_1.csv","3.21985064731071","185.025210084034","275.025210084034","95.0252100840336","low","first7","184.577425642015","human-made","0","",1,0,NA,"google_map_2.png","0.447784442018415","1","objects/1/1_37.jpg","1.0","space","None","ComputerKeyboard.jpg","truck_1.png",NA,"",116,"r",NA,"encoding","",10,"m",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"512","lists/116/stimuli_position_map_1_seq_1.csv","3.36752044380674","185.025210084034","275.025210084034","95.0252100840336","low","first7","193.042573211851","human-made","1","",NA,NA,NA,"google_map_2.png","8.01736312781758","1","objects/2/2_107.jpg","1.0","","","Weights_Dumbells.jpg","truck_1.png",NA,"",116,"r",NA,"encoding","",10,"m",NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"523","lists/116/stimuli_position_map_1_seq_1.csv","3.07737103454243","185.025210084034","275.025210084034","95.0252100840336","low","first7","176.40980452791","natural","0","",0,0,NA,"google_map_2.png","8.61540555612385","1","objects/1/1_9.jpg","1.0","None","None","Lobster.jpg","truck_1.png",NA,"",116,"r",NA,"encoding","",10,"m",NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"533","lists/116/stimuli_position_map_1_seq_1.csv","3.37113971640442","185.025210084034","275.025210084034","95.0252100840336","low","truck_det","193.250047437196","None","0","",0,1,NA,"google_map_2.png","8.22483735316217","1","truck_5.png","None","None","None","None","truck_5.png",NA,"",116,"r",NA,"encoding","",10,"m",1,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"551","lists/116/stimuli_position_map_1_seq_1.csv","3.29285129881601","185.025210084034","275.025210084034","95.0252100840336","low","first7","188.762176365249","natural","1","",NA,NA,NA,"google_map_2.png","3.7369662812156","1","objects/1/1_21.jpg","1.0","","","Olives.jpg","truck_1.png",NA,"",116,"r",NA,"encoding","",10,"m",NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
"574","lists/116/stimuli_position_map_1_seq_1.csv","3.2911912423843","185.025210084034","275.025210084034","95.0252100840336","low","first7","188.667013894641","natural","1","",NA,NA,NA,"google_map_2.png","3.6418038106075","1","objects/2/2_28.jpg","1.0","","","Zucchini.jpg","truck_1.png",NA,"",116,"r",NA,"encoding","",10,"m",NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,"CH"
